school_name,link,address,category,rating,last_report_date,urn,is_religious
Belmont Primary School,/provider/21/102470,"Belmont Road, Chiswick, London, W4 5UL",Primary,Good,29 March 2022,102470,False
Chiswick and Bedford Park Preparatory School,/provider/27/102547,"Priory House, Priory Avenue, Bedford Park, London, W4 1TX",Independent School,Good,17 October 2017,102547,False
Heathfield House School,/provider/27/134668,"Turnham Green Church Hall, Heathfield Gardens, Chiswick, London, W4 4JU",Independent School,,16 June 2009,134668,False
Kew Riverside Primary School,/provider/21/133343,"37 Courtlands Avenue, Richmond, Surrey, TW9 4ES",Primary,Good,19 January 2022,133343,False
Good Shepherd RC Primary School,/provider/21/100354,"35 Gayford Road, London, W12 9BY",Primary,Outstanding,06 May 2014,100354,True
Southfield Primary School,/provider/21/101890,"Southfield Road, Bedford Park, London, W4 1BD",Primary,Outstanding,12 July 2023,101890,False
Wendell Park Primary School,/provider/21/100340,"Cobbold Road, London, W12 9LB",Primary,Good,31 January 2023,100340,False
Mosaic Jewish Primary School,/provider/21/139687,"170 Roehampton Lane, Roehampton, London, SW15 4EU",Primary,Outstanding,07 September 2015,139687,True
The Alton School,/provider/21/145030,"Danebury Avenue, Roehampton, London, SW15 4PD",Primary,,12 November 2019,145030,False
Strand-on-the-Green Infant and Nursery School,/provider/21/102504,"Thames Road, Chiswick, London, W4 3NX",Primary,Good,02 February 2023,102504,False
Strand-on-the-Green Junior School,/provider/21/102503,"Thames Road, Chiswick, London, W4 3NX",Primary,Good,17 January 2022,102503,False
Sheen Mount Primary School,/provider/21/102897,"West Temple, East Sheen, London, SW14 7RT",Primary,Good,28 June 2022,102897,False
The King's Church of England Primary School,/provider/21/102921,"Cumberland Road, Kew, Richmond, Surrey, TW9 3HJ",Primary,Outstanding,29 March 2023,102921,True
Darell Primary and Nursery School,/provider/21/102884,"Niton Road, Richmond, Surrey, TW9 4LH",Primary,Good,02 August 2023,102884,False
Broomfield House School,/provider/27/102938,"Broomfield Road, Kew Gardens, Richmond, Surrey, TW9 3HS",Independent School,Outstanding,22 April 2010,102938,False
Roehampton CofE Primary School,/provider/21/101038,"245 Roehampton Lane, Roehampton, London, SW15 4AA",Primary,Good,19 July 2023,101038,True
Ark Priory Primary Academy,/provider/21/139699,"Acton Lane, London, W3 8NR",Primary,Outstanding,09 July 2015,139699,False
Eagle Park Independent School,/provider/27/148600,"Eagle Park Independent School, Chiswick, London Transport Sports Ground, Chiswick, W3 8JY",Independent School,Good,06 October 2023,148600,False
Holy Trinity Church of England Primary School,/provider/21/102908,"Carrington Road, Richmond, Surrey, TW10 5AA",Primary,Outstanding,08 September 2015,102908,True
International School of London,/provider/27/102550,"139 Gunnersbury Avenue, London, W3 8LG",Independent School,Good,05 February 2024,102550,False
Kew House,/provider/27/140066,"6 Capital Interchange Way, Brentford, London, TW8 0EX",Independent School,Good,28 May 2014,140066,False
Acton Gardens Primary School,/provider/21/101867,"Osborne Road, Acton, London, W3 8SJ",Primary,Good,11 November 2021,101867,False
Heathmere Primary School,/provider/21/101029,"Alton Road, Roehampton, London, SW15 4LJ",Primary,Good,18 March 2019,101029,False
Marshgate Primary School,/provider/21/133728,"157 Queens Road, Richmond, Surrey, TW10 6HY",Primary,Outstanding,20 April 2015,133728,False
St Elizabeth's Catholic Primary School,/provider/21/102910,"Queen's Road, Richmond, Surrey, TW10 6HN",Primary,Outstanding,24 January 2024,102910,True
Radnor House Prep School,/provider/27/149692,"41 Kew Foot Road, Richmond, TW9 2SS",Independent School,Good,27 June 2024,149692,False
The Vineyard School,/provider/21/102906,"Friars Stile Road, Richmond, Surrey, TW10 6NE",Primary,Good,03 January 2024,102906,False
Deer Park School,/provider/21/142012,"389 Richmond Road, Twickenham, Surrey, TW1 2EF",Primary,Outstanding,24 June 2024,142012,False
Green Dragon Primary School,/provider/21/132266,"North Road, Green Dragon Primary School, Brentford, Middlesex, TW8 0BJ",Primary,Good,21 November 2022,132266,False
The German School,/provider/27/102945,"Douglas House, Petersham Road, Petersham, Richmond, Surrey, TW10 7AH",Independent School,Good,01 August 2022,102945,False
The Russell Primary School,/provider/21/102896,"The Russell School, Petersham Road, Petersham, Richmond, Surrey, TW10 7AH",Primary,Good,23 January 2024,102896,False
St Paul's CofE Primary School,/provider/21/102524,"St Paul's Road, Brentford, TW8 0PN",Primary,Good,28 September 2022,102524,True
Orleans Primary School,/provider/21/102895,"Hartington Road, Twickenham, TW1 3EN",Primary,Outstanding,06 March 2014,102895,False
Lionel Primary School,/provider/21/102493,"Lionel Road North, Brentford, TW8 9QT",Primary,Outstanding,02 September 2015,102493,False
St Stephen's C E Primary School,/provider/21/102915,"Winchester Road, Twickenham, TW1 1LF",Primary,Good,26 March 2024,102915,True
Southmead Primary School,/provider/21/101027,"Princes Way, Wimbledon Common, London, SW19 6QT",Primary,Good,22 June 2022,101027,False
Victoria Drive Primary Pupil Referral Unit,/provider/22/132077,"78 Victoria Drive, Southfields, London, SW19 6HR",Pupil Referral Unit,Outstanding,05 May 2023,132077,False
Linden Lodge School,/provider/10/SC010255,"Linden Lodge School, 61 Princes Way, LONDON, SW19 6JB",Residential Special School,,03 February 2024,SC010255,False
Linden Lodge School,/provider/25/145709,"61 Princes Way, Wimbledon Park, London, SW19 6JB",Special School,,15 March 2023,145709,False
Albemarle Primary School,/provider/21/101032,"Princes Way, London, SW19 6JP",Primary,Good,13 December 2023,101032,False
Bishop Gilpin CofE Primary School,/provider/21/102666,"Lake Road, Wimbledon, SW19 7EP",Primary,Outstanding,14 January 2020,102666,True
Robin Hood Primary and Nursery School,/provider/21/147334,"Bowness Crescent, Kingston Vale, London, SW15 3QL",Primary,,07 September 2019,147334,False
Willington School,/provider/27/101069,"Worcester Road, Wimbledon, London, SW19 7QQ",Independent School,Good,16 June 2011,101069,False
Gorringe Park Primary School,/provider/21/102654,"Sandy Lane, Figges Marsh, Mitcham, Surrey, CR4 2YA",Primary,Good,27 April 2023,102654,False
The Sherwood School,/provider/21/102646,"Abbotts Road, Mitcham, Surrey, CR4 1JP",Primary,Good,27 September 2023,102646,False
St Mark's Primary School,/provider/21/102645,"St Mark's Road, Mitcham, Surrey, CR4 2LF",Primary,Good,22 July 2019,102645,True
St Thomas of Canterbury Catholic Primary School,/provider/21/133774,"53 Commonside East, Mitcham, Surrey, CR4 1YG",Primary,Good,19 June 2023,133774,True
Jus'T'Learn,/provider/27/140496,"9-11 Commonside East, Mitcham, Surrey, CR4 2QA",Independent School,Good,29 January 2024,140496,False
Lavender Lodge School,/provider/27/134594,"224 London Road, Mitcham, Surrey, CR4 3HD",Independent School,Good,25 January 2024,134594,False
Bond Primary School,/provider/21/102626,"Bond Road, Mitcham, Surrey, CR4 3HG",Primary,Good,12 March 2019,102626,False
Liberty Primary,/provider/21/102656,"Western Road, Mitcham, Surrey, CR4 3EB",Primary,Good,15 September 2023,102656,False
Singlegate Primary School,/provider/21/102647,"South Gardens, Colliers Wood, London, SW19 2NT",Primary,Outstanding,05 March 2024,102647,False
Oak Tree Primary School,/provider/27/109774,"Mitcham Court, Cricket Green, Mitcham, Surrey, CR4 4LB",Independent School,Requires Improvement,26 April 2019,109774,False
St Peter and Paul Catholic Primary School,/provider/21/102667,"Cricket Green, Mitcham, Surrey, CR4 4LA",Primary,Good,17 May 2023,102667,True
Cricket Green School,/provider/25/102699,"Lower Green West, Mitcham, Surrey, CR4 3AF",Special School,Outstanding,17 May 2023,102699,False
Cranmer Primary School,/provider/21/102653,"Cranmer Road, Mitcham, Surrey, CR4 4XU",Primary,Good,14 December 2023,102653,False
Garfield Primary School,/provider/21/102629,"Garfield Road, Wimbledon, SW19 8SB",Primary,Good,05 June 2019,102629,False
All Saints' CofE Primary School,/provider/21/102663,"3 - 19 Hanover Road, London, SW19 1EB",Primary,Good,04 November 2019,102663,True
The Priory CofE School,/provider/21/102672,"Queens Road, Wimbledon, London, SW19 8LX",Primary,Good,06 March 2023,102672,True
Merton Abbey Primary School,/provider/21/102638,"High Path, Merton, London, SW19 2JY",Primary,Good,14 June 2019,102638,False
Haslemere Primary School,/provider/21/102643,"Brooklands Court, Haslemere Avenue, Mitcham, Surrey, CR4 3PQ",Primary,Good,18 May 2020,102643,False
Holy Trinity CofE Primary School,/provider/21/102665,"Effra Road, Wimbledon, London, SW19 8PW",Primary,Outstanding,27 March 2013,102665,True
Melrose School,/provider/25/102697,"Church Road/ Whatley Avenue, Mitcham/ Raynes Park, Surrey, CR4 3BE",Special School,Good,16 December 2020,102697,False
Benedict Academy,/provider/21/147970,"Church Road, Mitcham, Surrey, CR4 3BE",Primary,,,,False
Pelham Primary School,/provider/21/102642,"Southey Road, Wimbledon, London, SW19 1NU",Primary,Good,25 May 2022,102642,False
St Mary's Catholic Primary School,/provider/21/102670,"Russell Road, Wimbledon, London, SW19 1QL",Primary,Good,09 March 2022,102670,True
Park Academy,/provider/21/141027,"200 Dorset Road, London, SW19 3EF",Primary,Outstanding,21 December 2023,141027,False
The London Acorn School,/provider/27/139417,"Morden Cottage, Morden Hall Park, Morden Hall Road, London, SM4 5JD",Independent School,Good,10 March 2023,139417,False
Liberty Woodland School,/provider/27/147455,"Morden Lodge, Morden Hall Road, Morden, London, SM4 5JD",Independent School,Requires Improvement,20 September 2021,147455,False
Merton Park Primary School,/provider/21/102639,"Church Lane, Merton Park, London, SW19 3HQ",Primary,Outstanding,08 September 2015,102639,False
Dundonald Primary School,/provider/21/102628,"Dundonald Road, London, SW19 3QH",Primary,Good,10 March 2023,102628,False
TCES National Online School,/provider/100003/150162,"Beacon House, 3rd Floor, 26-28 Worple Road, London, SW19 4EE",Online education provider,,14 December 2023,150162,False
Wimbledon Common Preparatory School,/provider/27/102690,"113 Ridgway, London, SW19 4TA",Independent School,,13 July 2009,102690,False
Wimbledon Chase Primary School,/provider/21/102662,"Merton Hall Road, Wimbledon, London, SW19 3QB",Primary,Good,17 May 2024,102662,False
Hall School Wimbledon,/provider/27/101086,"17 the Downs, Wimbledon, London, SW20 8HF",Independent School,Good,01 May 2019,101086,False
Norwegian School in London,/provider/27/102693,"28 Arterberry Rd, Wimbledon, London, SW20 8AH",Independent School,Good,31 January 2023,102693,False
Joseph Hood Primary School,/provider/21/102634,"Whatley Avenue, Raynes Park, London, SW20 9NS",Primary,Good,07 March 2022,102634,False
Hollymount School,/provider/21/102633,"Cambridge Road, Raynes Park, London, SW20 0SQ",Primary,Good,25 April 2024,102633,False
Poplar Primary School,/provider/21/102644,"Poplar Road South, Merton Park, London, SW19 3JZ",Primary,Good,07 June 2019,102644,False
The Rowans School,/provider/27/102685,"19 Drax Avenue, Wimbledon, London, SW20 0EG",Independent School,,10 November 2008,102685,False
Hillcross Primary School,/provider/21/102655,"Ashridge Way, Morden, Surrey, SM4 4EE",Primary,Good,11 May 2023,102655,False
St Matthew's CofE Primary School,/provider/21/102664,"Cottenham Park Road, London, SW20 0SX",Primary,Good,19 May 2023,102664,True
West Wimbledon Primary School,/provider/21/102652,"Bodnant Gardens, West Barnes Lane, Raynes Park, London, SW20 0BZ",Primary,Good,26 July 2022,102652,False
Perseid School,/provider/25/102698,"Bordesley Road, Morden, Surrey, SM4 5LT",Special School,Outstanding,02 December 2020,102698,False
Abbotsbury Primary School,/provider/21/102649,"Abbotsbury Road, Morden, Surrey, SM4 5JS",Primary,Good,17 May 2023,102649,False
St John Fisher RC Primary School,/provider/21/102671,"Grand Drive, London, SW20 9NA",Primary,Good,16 June 2023,102671,True
Morden Primary School,/provider/21/102640,"London Road, Morden, Surrey, SM4 5PX",Primary,Good,10 June 2024,102640,False
Sacred Heart Catholic Primary School,/provider/21/102668,"Burlington Road, New Malden, Surrey, KT3 4ND",Primary,Good,19 May 2023,102668,True
Hatfeild Primary School,/provider/21/102632,"Lower Morden Lane, Morden, Surrey, SM4 4SJ",Primary,Requires Improvement,09 December 2022,102632,False
Blossom House School,/provider/27/102694,"Blossom House School, Station Road, Motspur Park, Surrey, KT3 6JJ",Independent School,Outstanding,21 December 2023,102694.0,False
Burlington Infant and Nursery School,/provider/21/102565,"Burlington Road, New Malden, Surrey, KT3 4LT",Primary,Outstanding,27 November 2023,102565.0,False
Burlington Junior School,/provider/21/102564,"Burlington Road, New Malden, Surrey, KT3 4LT",Primary,Good,06 October 2023,102564.0,False
Aragon Primary School,/provider/21/144838,"Aragon Primary School, Aragon Road, Morden, Surrey, SM4 4QU",Primary,,04 February 2020,144838.0,False
Green Lane Primary and Nursery School,/provider/21/146127,"Green Lane, Worcester Park, Surrey, KT4 8AS",Primary,Good,07 March 2023,146127.0,False
Christ Church New Malden CofE Primary School,/provider/21/102585,"Elm Road, New Malden, KT3 3HN",Primary,Good,23 November 2022,102585.0,True
Westbury House School,/provider/27/102618,"80 Westbury Road, New Malden, Surrey, KT3 5AS",Independent School,Requires Improvement,29 April 2015,102618.0,False
Tennis Avenue School,/provider/27/147908,"Manor Park, Malden Road, New Malden, Surrey, KT3 6AU",Independent School,Requires Improvement,16 November 2022,147908.0,False
Coombe Hill Infant School,/provider/21/102567,"Coombe Lane West, Kingston upon Thames, Surrey, KT2 7DD",Primary,Good,06 October 2023,102567.0,False
Coombe Hill Junior School,/provider/21/102576,"Coombe Lane West, Kingston upon Thames, Surrey, KT2 7DD",Primary,Outstanding,09 November 2023,102576.0,False
Corpus Christi Catholic Primary School,/provider/21/102594,"Chestnut Grove, New Malden, Surrey, KT3 3JU",Primary,Good,04 April 2018,102594.0,True
Dorchester Primary School,/provider/21/102982,"Dorchester Road, Worcester Park, Surrey, KT4 8PG",Primary,Good,23 March 2023,102982.0,False
Brookfield Primary Academy,/provider/21/143628,"Ridge Road, North Cheam, Sutton, Surrey, SM3 9LY",Primary,Good,09 September 2019,143628.0,False
Abbey Primary School,/provider/21/146160,"Glastonbury Road, Morden, Surrey, SM4 6NY",Primary,,15 March 2023,146160.0,False
Canterbury Campus and Lavender Campus,/provider/22/133754,"Canterbury Road, Morden, Surrey, SM4 6PT",Pupil Referral Unit,Good,04 July 2019,133754.0,False
Malden Manor Primary and Nursery School,/provider/21/102581,"Sheephouse Way, New Malden, Surrey, KT3 5PF",Primary,Good,21 December 2023,102581.0,False
St Cecilia's Catholic Primary School,/provider/21/102993,"London Road, North Cheam, Sutton, Surrey, SM3 9DL",Primary,Outstanding,24 January 2024,102993.0,True
King's Oak Primary School,/provider/21/102582,"Dickerage Lane, New Malden, Surrey, KT3 3RZ",Primary,Good,05 July 2024,102582.0,False
Malmesbury Primary School,/provider/21/132169,"Malmesbury Road, Morden, Surrey, SM4 6HG",Primary,Good,04 November 2019,132169.0,False
Cheam Common Infants' Academy,/provider/21/145481,"Balmoral Road, Worcester Park, Surrey, KT4 8SS",Primary,,16 June 2022,145481.0,False
Brookways School,/provider/27/144774,"660 London Road, North Cheam, Sutton, SM3 9BZ",Independent School,Requires Improvement,17 March 2023,144774.0,False
St Teresa's Catholic Primary School,/provider/21/102669,"Montacute Road, Morden, Surrey, SM4 6RL",Primary,Good,27 September 2022,102669.0,True
